Train Type,Car No.,Car Type,Car Direction,Door No.,Case,Case Offset (mm),Stop Error (mm),Front Ref Position (mm),Base Door Start (mm),Base Door End (mm),Door Width (mm),Actual Door Start (mm),Actual Door End (mm),Door Center (mm),Unit ID,Unit Start (mm),Unit End (mm),Unit Center (mm),Overlap Width (mm),Move Distance (mm),Direction,Effective Opening Width (mm),Min Required Width (mm),Valid?,Command,Confidence,Source / Note
GTX-A,7,M,정방향,2,3,35,-25,10,12910,13040,130,12920,13050,12985,94,13020,13160,13090,75.5,75.5,RIGHT,175.5,175.5,OK,UNIT_94:RIGHT:75.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 7호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,7,M,정방향,3,3,35,-25,10,13560,13690,130,13570,13700,13635,97,13440,13580,13510,55.5,55.5,LEFT,175.5,175.5,OK,UNIT_97:LEFT:55.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 7호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,7,M,정방향,3,3,35,-25,10,13560,13690,130,13570,13700,13635,98,13580,13720,13650,120,120,RIGHT,175.5,175.5,OK,UNIT_98:RIGHT:120.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 7호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,8,Tc,역방향,1,3,35,-25,10,15560,15690,130,15570,15700,15635,112,15540,15680,15610,110,110,LEFT,175.5,175.5,OK,UNIT_112:LEFT:110.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 8호차 역방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,8,Tc,역방향,1,3,35,-25,10,15560,15690,130,15570,15700,15635,113,15680,15820,15750,65.5,65.5,RIGHT,175.5,175.5,OK,UNIT_113:RIGHT:65.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 8호차 역방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,8,Tc,역방향,2,3,35,-25,10,14910,15040,130,14920,15050,14985,107,14840,14980,14910,82.75,82.75,LEFT,175.5,175.5,OK,UNIT_107:LEFT:82.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 8호차 역방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,8,Tc,역방향,2,3,35,-25,10,14910,15040,130,14920,15050,14985,108,14980,15120,15050,92.75,92.75,RIGHT,175.5,175.5,OK,UNIT_108:RIGHT:92.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 8호차 역방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,8,Tc,역방향,3,3,35,-25,10,14260,14390,130,14270,14400,14335,102,14140,14280,14210,55.5,55.5,LEFT,175.5,175.5,OK,UNIT_102:LEFT:55.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 8호차 역방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,8,Tc,역방향,3,3,35,-25,10,14260,14390,130,14270,14400,14335,103,14280,14420,14350,120,120,RIGHT,175.5,175.5,OK,UNIT_103:RIGHT:120.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 8호차 역방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,1,Tc,정방향,1,3,35,-20,15,260,390,130,275,405,340,2,140,280,210,50.5,50.5,LEFT,175.5,175.5,OK,UNIT_2:LEFT:50.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 1호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,1,Tc,정방향,1,3,35,-20,15,260,390,130,275,405,340,3,280,420,350,125,125,RIGHT,175.5,175.5,OK,UNIT_3:RIGHT:125.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 1호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,1,Tc,정방향,2,3,35,-20,15,910,1040,130,925,1055,990,7,840,980,910,77.75,77.75,LEFT,175.5,175.5,OK,UNIT_7:LEFT:77.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 1호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,1,Tc,정방향,2,3,35,-20,15,910,1040,130,925,1055,990,8,980,1120,1050,97.75,97.75,RIGHT,175.5,175.5,OK,UNIT_8:RIGHT:97.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 1호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,1,Tc,정방향,3,3,35,-20,15,1560,1690,130,1575,1705,1640,12,1540,1680,1610,105,105,LEFT,175.5,175.5,OK,UNIT_12:LEFT:105.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 1호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,1,Tc,정방향,3,3,35,-20,15,1560,1690,130,1575,1705,1640,13,1680,1820,1750,70.5,70.5,RIGHT,175.5,175.5,OK,UNIT_13:RIGHT:70.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 1호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,2,M,정방향,1,3,35,-20,15,2260,2390,130,2275,2405,2340,17,2240,2380,2310,105,105,LEFT,175.5,175.5,OK,UNIT_17:LEFT:105.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 2호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,2,M,정방향,1,3,35,-20,15,2260,2390,130,2275,2405,2340,18,2380,2520,2450,70.5,70.5,RIGHT,175.5,175.5,OK,UNIT_18:RIGHT:70.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 2호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,2,M,정방향,2,3,35,-20,15,2910,3040,130,2925,3055,2990,21,2800,2940,2870,60.5,60.5,LEFT,175.5,175.5,OK,UNIT_21:LEFT:60.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 2호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,2,M,정방향,2,3,35,-20,15,2910,3040,130,2925,3055,2990,22,2940,3080,3010,115,115,RIGHT,175.5,175.5,OK,UNIT_22:RIGHT:115.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 2호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,2,M,정방향,3,3,35,-20,15,3560,3690,130,3575,3705,3640,26,3500,3640,3570,87.75,87.75,LEFT,175.5,175.5,OK,UNIT_26:LEFT:87.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 2호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,2,M,정방향,3,3,35,-20,15,3560,3690,130,3575,3705,3640,27,3640,3780,3710,87.75,87.75,RIGHT,175.5,175.5,OK,UNIT_27:RIGHT:87.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 2호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,3,T,정방향,1,3,35,-20,15,4260,4390,130,4275,4405,4340,31,4200,4340,4270,87.75,87.75,LEFT,175.5,175.5,OK,UNIT_31:LEFT:87.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 3호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,3,T,정방향,1,3,35,-20,15,4260,4390,130,4275,4405,4340,32,4340,4480,4410,87.75,87.75,RIGHT,175.5,175.5,OK,UNIT_32:RIGHT:87.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 3호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,3,T,정방향,2,3,35,-20,15,4910,5040,130,4925,5055,4990,36,4900,5040,4970,115,115,LEFT,175.5,175.5,OK,UNIT_36:LEFT:115.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 3호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,3,T,정방향,2,3,35,-20,15,4910,5040,130,4925,5055,4990,37,5040,5180,5110,60.5,60.5,RIGHT,175.5,175.5,OK,UNIT_37:RIGHT:60.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 3호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,3,T,정방향,3,3,35,-20,15,5560,5690,130,5575,5705,5640,40,5460,5600,5530,70.5,70.5,LEFT,175.5,175.5,OK,UNIT_40:LEFT:70.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 3호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,3,T,정방향,3,3,35,-20,15,5560,5690,130,5575,5705,5640,41,5600,5740,5670,105,105,RIGHT,175.5,175.5,OK,UNIT_41:RIGHT:105.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 3호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,4,M,정방향,1,3,35,-20,15,6260,6390,130,6275,6405,6340,45,6160,6300,6230,70.5,70.5,LEFT,175.5,175.5,OK,UNIT_45:LEFT:70.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 4호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,4,M,정방향,1,3,35,-20,15,6260,6390,130,6275,6405,6340,46,6300,6440,6370,105,105,RIGHT,175.5,175.5,OK,UNIT_46:RIGHT:105.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 4호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,4,M,정방향,2,3,35,-20,15,6910,7040,130,6925,7055,6990,50,6860,7000,6930,97.75,97.75,LEFT,175.5,175.5,OK,UNIT_50:LEFT:97.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 4호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,4,M,정방향,2,3,35,-20,15,6910,7040,130,6925,7055,6990,51,7000,7140,7070,77.75,77.75,RIGHT,175.5,175.5,OK,UNIT_51:RIGHT:77.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 4호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,4,M,정방향,3,3,35,-20,15,7560,7690,130,7575,7705,7640,55,7560,7700,7630,125,125,LEFT,175.5,175.5,OK,UNIT_55:LEFT:125.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 4호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,4,M,정방향,3,3,35,-20,15,7560,7690,130,7575,7705,7640,56,7700,7840,7770,50.5,50.5,RIGHT,175.5,175.5,OK,UNIT_56:RIGHT:50.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 4호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,5,M,정방향,1,3,35,-20,15,8260,8390,130,8275,8405,8340,60,8260,8400,8330,125,125,LEFT,175.5,175.5,OK,UNIT_60:LEFT:125.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 5호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,5,M,정방향,1,3,35,-20,15,8260,8390,130,8275,8405,8340,61,8400,8540,8470,50.5,50.5,RIGHT,175.5,175.5,OK,UNIT_61:RIGHT:50.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 5호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,5,M,정방향,2,3,35,-20,15,8910,9040,130,8925,9055,8990,64,8820,8960,8890,80.5,80.5,LEFT,175.5,175.5,OK,UNIT_64:LEFT:80.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 5호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,5,M,정방향,2,3,35,-20,15,8910,9040,130,8925,9055,8990,65,8960,9100,9030,95,95,RIGHT,175.5,175.5,OK,UNIT_65:RIGHT:95.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 5호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,5,M,정방향,3,3,35,-20,15,9560,9690,130,9575,9705,9640,69,9520,9660,9590,85,85,LEFT,175.5,175.5,OK,UNIT_69:LEFT:85.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 5호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,5,M,정방향,3,3,35,-20,15,9560,9690,130,9575,9705,9640,70,9660,9800,9730,90.5,90.5,RIGHT,175.5,175.5,OK,UNIT_70:RIGHT:90.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 5호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,6,T,정방향,1,3,35,-20,15,10260,10390,130,10275,10405,10340,74,10220,10360,10290,85,85,LEFT,175.5,175.5,OK,UNIT_74:LEFT:85.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 6호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,6,T,정방향,1,3,35,-20,15,10260,10390,130,10275,10405,10340,75,10360,10500,10430,90.5,90.5,RIGHT,175.5,175.5,OK,UNIT_75:RIGHT:90.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 6호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,6,T,정방향,2,3,35,-20,15,10910,11040,130,10925,11055,10990,78,10780,10920,10850,40.5,40.5,LEFT,175.5,175.5,OK,UNIT_78:LEFT:40.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 6호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,6,T,정방향,2,3,35,-20,15,10910,11040,130,10925,11055,10990,79,10920,11060,10990,135,135,RIGHT,175.5,175.5,OK,UNIT_79:RIGHT:135.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 6호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,6,T,정방향,3,3,35,-20,15,11560,11690,130,11575,11705,11640,83,11480,11620,11550,90.5,90.5,LEFT,175.5,175.5,OK,UNIT_83:LEFT:90.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 6호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,6,T,정방향,3,3,35,-20,15,11560,11690,130,11575,11705,11640,84,11620,11760,11690,85,85,RIGHT,175.5,175.5,OK,UNIT_84:RIGHT:85.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 6호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,7,M,정방향,1,3,35,-20,15,12260,12390,130,12275,12405,12340,88,12180,12320,12250,90.5,90.5,LEFT,175.5,175.5,OK,UNIT_88:LEFT:90.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 7호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,7,M,정방향,1,3,35,-20,15,12260,12390,130,12275,12405,12340,89,12320,12460,12390,85,85,RIGHT,175.5,175.5,OK,UNIT_89:RIGHT:85.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 7호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,7,M,정방향,2,3,35,-20,15,12910,13040,130,12925,13055,12990,93,12880,13020,12950,95,95,LEFT,175.5,175.5,OK,UNIT_93:LEFT:95.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 7호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,7,M,정방향,2,3,35,-20,15,12910,13040,130,12925,13055,12990,94,13020,13160,13090,80.5,80.5,RIGHT,175.5,175.5,OK,UNIT_94:RIGHT:80.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 7호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,7,M,정방향,3,3,35,-20,15,13560,13690,130,13575,13705,13640,97,13440,13580,13510,50.5,50.5,LEFT,175.5,175.5,OK,UNIT_97:LEFT:50.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 7호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,7,M,정방향,3,3,35,-20,15,13560,13690,130,13575,13705,13640,98,13580,13720,13650,125,125,RIGHT,175.5,175.5,OK,UNIT_98:RIGHT:125.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 7호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,8,Tc,역방향,1,3,35,-20,15,15560,15690,130,15575,15705,15640,112,15540,15680,15610,105,105,LEFT,175.5,175.5,OK,UNIT_112:LEFT:105.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 8호차 역방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,8,Tc,역방향,1,3,35,-20,15,15560,15690,130,15575,15705,15640,113,15680,15820,15750,70.5,70.5,RIGHT,175.5,175.5,OK,UNIT_113:RIGHT:70.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 8호차 역방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,8,Tc,역방향,2,3,35,-20,15,14910,15040,130,14925,15055,14990,107,14840,14980,14910,77.75,77.75,LEFT,175.5,175.5,OK,UNIT_107:LEFT:77.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 8호차 역방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,8,Tc,역방향,2,3,35,-20,15,14910,15040,130,14925,15055,14990,108,14980,15120,15050,97.75,97.75,RIGHT,175.5,175.5,OK,UNIT_108:RIGHT:97.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 8호차 역방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,8,Tc,역방향,3,3,35,-20,15,14260,14390,130,14275,14405,14340,102,14140,14280,14210,50.5,50.5,LEFT,175.5,175.5,OK,UNIT_102:LEFT:50.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 8호차 역방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,8,Tc,역방향,3,3,35,-20,15,14260,14390,130,14275,14405,14340,103,14280,14420,14350,125,125,RIGHT,175.5,175.5,OK,UNIT_103:RIGHT:125.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 8호차 역방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,1,Tc,정방향,1,3,35,-15,20,260,390,130,280,410,345,2,140,280,210,45.5,45.5,LEFT,175.5,175.5,OK,UNIT_2:LEFT:45.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 1호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,1,Tc,정방향,1,3,35,-15,20,260,390,130,280,410,345,3,280,420,350,130,130,RIGHT,175.5,175.5,OK,UNIT_3:RIGHT:130.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 1호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,1,Tc,정방향,2,3,35,-15,20,910,1040,130,930,1060,995,7,840,980,910,95.5,95.5,LEFT,175.5,175.5,OK,UNIT_7:LEFT:95.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 1호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,1,Tc,정방향,2,3,35,-15,20,910,1040,130,930,1060,995,8,980,1120,1050,80,80,RIGHT,175.5,175.5,OK,UNIT_8:RIGHT:80.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 1호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,1,Tc,정방향,3,3,35,-15,20,1560,1690,130,1580,1710,1645,12,1540,1680,1610,100,100,LEFT,175.5,175.5,OK,UNIT_12:LEFT:100.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 1호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,1,Tc,정방향,3,3,35,-15,20,1560,1690,130,1580,1710,1645,13,1680,1820,1750,75.5,75.5,RIGHT,175.5,175.5,OK,UNIT_13:RIGHT:75.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 1호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,2,M,정방향,1,3,35,-15,20,2260,2390,130,2280,2410,2345,17,2240,2380,2310,100,100,LEFT,175.5,175.5,OK,UNIT_17:LEFT:100.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 2호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,2,M,정방향,1,3,35,-15,20,2260,2390,130,2280,2410,2345,18,2380,2520,2450,75.5,75.5,RIGHT,175.5,175.5,OK,UNIT_18:RIGHT:75.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 2호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,2,M,정방향,2,3,35,-15,20,2910,3040,130,2930,3060,2995,21,2800,2940,2870,55.5,55.5,LEFT,175.5,175.5,OK,UNIT_21:LEFT:55.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 2호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,2,M,정방향,2,3,35,-15,20,2910,3040,130,2930,3060,2995,22,2940,3080,3010,120,120,RIGHT,175.5,175.5,OK,UNIT_22:RIGHT:120.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 2호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,2,M,정방향,3,3,35,-15,20,3560,3690,130,3580,3710,3645,26,3500,3640,3570,82.75,82.75,LEFT,175.5,175.5,OK,UNIT_26:LEFT:82.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 2호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,2,M,정방향,3,3,35,-15,20,3560,3690,130,3580,3710,3645,27,3640,3780,3710,92.75,92.75,RIGHT,175.5,175.5,OK,UNIT_27:RIGHT:92.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 2호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,3,T,정방향,1,3,35,-15,20,4260,4390,130,4280,4410,4345,31,4200,4340,4270,82.75,82.75,LEFT,175.5,175.5,OK,UNIT_31:LEFT:82.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 3호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,3,T,정방향,1,3,35,-15,20,4260,4390,130,4280,4410,4345,32,4340,4480,4410,92.75,92.75,RIGHT,175.5,175.5,OK,UNIT_32:RIGHT:92.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 3호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,3,T,정방향,2,3,35,-15,20,4910,5040,130,4930,5060,4995,36,4900,5040,4970,110,110,LEFT,175.5,175.5,OK,UNIT_36:LEFT:110.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 3호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,3,T,정방향,2,3,35,-15,20,4910,5040,130,4930,5060,4995,37,5040,5180,5110,65.5,65.5,RIGHT,175.5,175.5,OK,UNIT_37:RIGHT:65.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 3호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,3,T,정방향,3,3,35,-15,20,5560,5690,130,5580,5710,5645,40,5460,5600,5530,65.5,65.5,LEFT,175.5,175.5,OK,UNIT_40:LEFT:65.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 3호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,3,T,정방향,3,3,35,-15,20,5560,5690,130,5580,5710,5645,41,5600,5740,5670,110,110,RIGHT,175.5,175.5,OK,UNIT_41:RIGHT:110.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 3호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,4,M,정방향,1,3,35,-15,20,6260,6390,130,6280,6410,6345,45,6160,6300,6230,65.5,65.5,LEFT,175.5,175.5,OK,UNIT_45:LEFT:65.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 4호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,4,M,정방향,1,3,35,-15,20,6260,6390,130,6280,6410,6345,46,6300,6440,6370,110,110,RIGHT,175.5,175.5,OK,UNIT_46:RIGHT:110.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 4호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,4,M,정방향,2,3,35,-15,20,6910,7040,130,6930,7060,6995,50,6860,7000,6930,92.75,92.75,LEFT,175.5,175.5,OK,UNIT_50:LEFT:92.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 4호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,4,M,정방향,2,3,35,-15,20,6910,7040,130,6930,7060,6995,51,7000,7140,7070,82.75,82.75,RIGHT,175.5,175.5,OK,UNIT_51:RIGHT:82.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 4호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,4,M,정방향,3,3,35,-15,20,7560,7690,130,7580,7710,7645,55,7560,7700,7630,120,120,LEFT,175.5,175.5,OK,UNIT_55:LEFT:120.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 4호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,4,M,정방향,3,3,35,-15,20,7560,7690,130,7580,7710,7645,56,7700,7840,7770,55.5,55.5,RIGHT,175.5,175.5,OK,UNIT_56:RIGHT:55.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 4호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,5,M,정방향,1,3,35,-15,20,8260,8390,130,8280,8410,8345,60,8260,8400,8330,120,120,LEFT,175.5,175.5,OK,UNIT_60:LEFT:120.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 5호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,5,M,정방향,1,3,35,-15,20,8260,8390,130,8280,8410,8345,61,8400,8540,8470,55.5,55.5,RIGHT,175.5,175.5,OK,UNIT_61:RIGHT:55.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 5호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
